sgRNA	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
2bc3567_AAC_1.6	2bc3567_AAC_1	1775.1/1146/1407.6	1954.7/1829.8/1447	1407.6	1829.8	0.37818	1.0175e+05	70010	1.5955	0.9447	0.055296	0.11059	0.99837	True
2bc5820_GAC_3.4	2bc5820_GAC_3	837.02/804.85/950.55	517.76/339.68/1415.7	837.02	517.76	-0.69191	6961.6	40044	1.5955	0.055297	0.9447	0.11059	0.99837	False
2bc21741_AAC_2.6	2bc21741_AAC_2	603.99/533.14/757.87	683.06/886.67/871.65	603.99	871.65	0.5285	14350	28200	1.5939	0.94451	0.055487	0.11097	0.99837	True
2bc36732_GAC_2.7	2bc36732_GAC_2	463.69/267.43/573.75	698.81/695.91/414.59	463.69	695.91	0.58469	25317	21226	1.5939	0.94448	0.055523	0.11105	0.99837	True
2bc35401.0_AAC_4.8	2bc35401.0_AAC_4	403.05/630.85/849.93	301.74/357.2/866.59	630.85	357.2	-0.81882	49943	29550	1.5929	0.055587	0.94441	0.11117	0.99837	False
2bc30251_GAC_4.6	2bc30251_GAC_4	630.14/696.85/1329.5	985.67/1151.4/938.39	696.85	985.67	0.49965	2.0234e+05	32885	1.5927	0.94438	0.055618	0.11124	0.99837	True
2bc2598_GAC_1.5	2bc2598_GAC_1	148.62/996.85/682.94	613.97/349.41/397.4	682.94	397.4	-0.77965	1.9202e+05	32180	1.5923	0.055655	0.94435	0.11131	0.99837	False
2bc33739_GAC_6.6	2bc33739_GAC_6	856.04/1502.6/934.49	1272.5/1041.4/1354	934.49	1272.5	0.44505	1.6443e+05	45077	1.5922	0.94433	0.055667	0.11133	0.99837	True
2bc9735_GAC_8.4	2bc9735_GAC_8	224.71/326.57/255.83	361.21/424.36/519.75	255.83	424.36	0.72784	2986	11203	1.5922	0.94389	0.056113	0.11223	0.99837	True
2bc36965_AAC_4.5	2bc36965_AAC_4	941.65/510.85/680.8	1144.9/761.12/965.69	680.8	965.69	0.50371	48462	32072	1.5908	0.94417	0.055829	0.11166	0.99837	True
2bc6681_AAC_6.5	2bc6681_AAC_6	1362.5/1341.4/748.24	1322.4/931.44/912.1	1341.4	931.44	-0.52574	1.7616e+05	66478	1.5901	0.055909	0.94409	0.11182	0.99837	False
2bc16047_AAC_9.8	2bc16047_AAC_9	1601.5/1433.1/1295.2	1208.7/1008.3/694.69	1433.1	1008.3	-0.50677	23685	71375	1.59	0.055913	0.94409	0.11183	0.99837	False
2bc33573_GAC_2.5	2bc33573_GAC_2	1032/653.14/793.19	829.12/1209.8/1102.2	793.19	1102.2	0.47413	38324	37795	1.5895	0.94402	0.055979	0.11196	0.99837	True
2bc24245_AAC_3.7	2bc24245_AAC_3	1285.3/1392/1126.1	1721.2/1685.7/1055.7	1285.3	1685.7	0.39107	18361	63491	1.5894	0.94402	0.055983	0.11197	0.99837	True
2bc1915_AAC_5.8	2bc1915_AAC_5	697.91/87.428/468.85	460.04/834.11/701.77	468.85	701.77	0.58085	98977	21480	1.5892	0.94395	0.056046	0.11209	0.99837	True
NT-395	NonTargetingControlGuideForHuman-395	1609.8/1434.8/1210.7	1206.1/1010.3/913.11	1434.8	1010.3	-0.50572	40440	71467	1.5882	0.056126	0.94387	0.11225	0.99837	False
2bc25166_AAC_4.4	2bc25166_AAC_4	991.58/1189.7/1252.4	667.32/805.89/864.57	1189.7	805.89	-0.56137	21592	58432	1.5878	0.056165	0.94383	0.11233	0.99837	False
2bc27701_GAC_13.6	2bc27701_GAC_13	576.64/855.42/944.13	805.51/1176.7/1187.1	855.42	1176.7	0.4596	42793	40991	1.5869	0.94373	0.056265	0.11253	0.99837	True
2bc28001_AAC_1.7	2bc28001_AAC_1	983.26/1556.6/1772.6	1113.4/793.24/1831.3	1556.6	1113.4	-0.48306	1.8768e+05	78002	1.5869	0.056272	0.94373	0.11254	0.99837	False
2bc18456_GAC_3.4	2bc18456_GAC_3	1633.6/997.71/1497.5	1297.9/877.91/1063.8	1497.5	1063.8	-0.49301	1.3418e+05	74828	1.5857	0.056403	0.9436	0.11281	0.99837	False
2bc37149_GAC_3.7	2bc37149_GAC_3	1379.2/1362/628.35	1067.9/949.94/871.65	1362	949.94	-0.51935	2.6926e+05	67574	1.5851	0.056469	0.94353	0.11294	0.99837	False
2bc26616_AAC_2.8	2bc26616_AAC_2	827.51/1114.3/1101.5	671.69/733.87/1050.6	1101.5	733.87	-0.5852	37612	53789	1.5851	0.056475	0.94353	0.11295	0.99837	False
NT-428	NonTargetingControlGuideForHuman-428	1153.3/1724.6/1212.8	1975.7/1387.9/1599.7	1212.8	1599.7	0.39917	1.3272e+05	59653	1.5841	0.94342	0.056583	0.11317	0.99837	True
2bc28481_GAC_5.4	2bc28481_GAC_5	1803.6/983.13/1586.4	2243.3/2033.2/1497.6	1586.4	2033.2	0.35782	2.0556e+05	79610	1.5836	0.94336	0.056638	0.11328	0.99837	True
2bc39116.0_AAC_4.6	2bc39116.0_AAC_4	268.7/349.71/67.438	440.8/366.93/616.83	268.7	440.8	0.71202	23535	11810	1.5836	0.94298	0.057024	0.11405	0.99837	True
2bc26302_AAC_1.4	2bc26302_AAC_1	2514.6/1448.6/1578.9	1828.8/2302.8/2024.4	1578.9	2024.4	0.35839	4.4629e+05	79206	1.583	0.94329	0.056709	0.11342	0.99837	True
2bc14254_AAC_3.4	2bc14254_AAC_3	873.88/330/375.72	581.61/587.87/484.36	375.72	581.61	0.62902	1.2512e+05	16932	1.5823	0.94309	0.056907	0.11381	0.99837	True
2bc721.0_AAC_8.8	2bc721.0_AAC_8	1659.8/1241.1/1368	1028.5/955.78/946.48	1368	955.78	-0.51689	50611	67896	1.5821	0.056814	0.94319	0.11363	0.99837	False
2bc24357_GAC_4.4	2bc24357_GAC_4	1172.3/1327.7/1480.4	1248.9/854.55/922.21	1327.7	922.21	-0.52529	23735	65747	1.5814	0.056892	0.94311	0.11378	0.99837	False
2bc7231_GAC_5.6	2bc7231_GAC_5	801.35/939.42/1334.8	1276/1640/1059.7	939.42	1276	0.44143	87707	45332	1.581	0.94306	0.056938	0.11388	0.99837	True
2bc37253_GAC_5.4	2bc37253_GAC_5	623.01/510.85/772.86	892.97/1131/730.08	623.01	892.97	0.51865	17516	29156	1.581	0.94305	0.056946	0.11389	0.99837	True
2bc21860_GAC_2.7	2bc21860_GAC_2	1605.1/1189.7/1020.1	1680.1/1571.9/1294.3	1189.7	1571.9	0.40159	1.0065e+05	58432	1.581	0.94306	0.056941	0.11388	0.99837	True
2bc11519_GAC_2.8	2bc11519_GAC_2	834.64/522/766.43	1067.9/1109.6/881.76	766.43	1067.9	0.478	32201	36427	1.5795	0.94288	0.057116	0.11423	0.99837	True
CDK6-4	CDK6	1483.8/1602.8/1196.7	1053.9/1325.6/933.33	1483.8	1053.9	-0.49318	48287	74091	1.5794	0.057118	0.94288	0.11424	0.99837	False
2bc14239_GAC_3.6	2bc14239_GAC_3	1323.3/752.57/996.58	1343.4/1049.2/1451.1	996.58	1343.4	0.43045	83146	48303	1.578	0.94271	0.057285	0.11457	0.99837	True
2bc35571_GAC_2.5	2bc35571_GAC_2	1543.3/623.99/947.34	1406.4/1284.8/960.63	947.34	1284.8	0.43914	2.2984e+05	45743	1.5776	0.94267	0.057328	0.11466	0.99837	True
2bc8544_GAC_1.4	2bc8544_GAC_1	825.13/762.85/893.81	447.8/511.95/848.39	825.13	511.95	-0.68754	4298.1	39433	1.5772	0.057371	0.94263	0.11474	0.99837	False
2bc38186.2_GAC_2.8	2bc38186.2_GAC_2	1373.2/960.85/795.33	1300.5/1820.1/1141.6	960.85	1300.5	0.43633	98730	46445	1.5762	0.94251	0.057494	0.11499	0.99837	True
2bc1765_AAC_4.6	2bc1765_AAC_4	778.76/307.71/657.25	330.6/380.56/476.27	657.25	380.56	-0.78673	68471	30881	1.5753	0.057597	0.9424	0.11519	0.99837	False
2bc21365_GAC_1.5	2bc21365_GAC_1	707.43/885.42/498.82	615.72/361.09/419.65	707.43	419.65	-0.75201	37599	33422	1.5746	0.057675	0.94233	0.11535	0.99837	False
NT-278	NonTargetingControlGuideForHuman-278	1664.5/2061.4/1056.5	1208.7/1189.4/1893	1664.5	1208.7	-0.46134	2.636e+05	83832	1.5743	0.057703	0.9423	0.11541	0.99837	False
2bc25449_GAC_4.6	2bc25449_GAC_4	996.34/1819.7/1728.8	1263.8/1324.7/1167.9	1728.8	1263.8	-0.45166	2.7235e+05	87314	1.5735	0.057799	0.9422	0.1156	0.99837	False
2bc6575_GAC_1.6	2bc6575_GAC_1	454.18/905.99/520.23	629.71/764.04/925.24	520.23	764.04	0.5536	76587	24020	1.5731	0.94213	0.057872	0.11574	0.99837	True
NT-912	NonTargetingControlGuideForHuman-912	2695.4/3445.7/2301.4	2072.8/2346.6/2105.3	2695.4	2105.3	-0.35629	3.5908e+05	1.4073e+05	1.5728	0.057877	0.94212	0.11575	0.99837	False
2bc11699_GAC_2.4	2bc11699_GAC_2	1098.6/571.71/593.02	937.57/854.55/391.33	593.02	854.55	0.52634	1.2803e+05	27650	1.5728	0.94211	0.057892	0.11578	0.99837	True
2bc18234_GAC_3.5	2bc18234_GAC_3	121.27/666.85/528.8	283.37/252.08/371.11	528.8	283.37	-0.89767	92567	24445	1.5726	0.057902	0.9421	0.1158	0.99837	False
2bc28920_AAC_1.7	2bc28920_AAC_1	602.8/270/965.53	517.76/968.43/866.59	602.8	866.59	0.52295	1.2117e+05	28140	1.5725	0.94208	0.057921	0.11584	0.99837	True
2bc9145_GAC_8.5	2bc9145_GAC_8	1234.1/397.71/632.63	943.69/903.22/795.81	632.63	903.22	0.51303	2.085e+05	29639	1.5717	0.94199	0.058014	0.11603	0.99837	True
NT-769	NonTargetingControlGuideForHuman-769	1441/1750.3/1873.3	1179.8/1282.8/1800.9	1750.3	1282.8	-0.44798	55386	88482	1.5715	0.05803	0.94197	0.11606	0.99837	False
2bc6930_GAC_1.4	2bc6930_GAC_1	716.94/735.42/862.77	673.44/1028.8/1122.4	735.42	1028.8	0.48372	8279.8	34845	1.5715	0.94197	0.058035	0.11607	0.99837	True
2bc7689_GAC_8.8	2bc7689_GAC_8	1693.1/1984.3/1578.9	1234.1/1436.6/933.33	1693.1	1234.1	-0.45591	48917	85378	1.5709	0.058104	0.9419	0.11621	0.99837	False
2bc10263_GAC_2.8	2bc10263_GAC_2	1812/1567.7/929.14	1120.4/1490.1/1127.5	1567.7	1127.5	-0.47519	2.3371e+05	78603	1.5702	0.058186	0.94181	0.11637	0.99837	False
2bc14335_GAC_4.7	2bc14335_GAC_4	439.91/1362.8/676.52	865.85/956.75/1316.6	676.52	956.75	0.49939	2.6352e+05	31855	1.5701	0.9418	0.058198	0.1164	0.99837	True
2bc8545.1_AAC_8.6	2bc8545.1_AAC_8	776.38/684.85/934.49	474.91/334.81/1067.8	776.38	474.91	-0.70795	16688	36935	1.5689	0.058336	0.94166	0.11667	0.99837	False
2bc36155_GAC_6.6	2bc36155_GAC_6	117.71/327.43/338.26	247.51/141.13/137.52	327.43	141.13	-1.2084	22050	14605	1.5682	0.058415	0.94159	0.11683	0.99837	False
2bc1857_GAC_4.6	2bc1857_GAC_4	1241.3/1920/999.79	1582.2/1642.9/1629	1241.3	1629	0.39193	2.5949e+05	61158	1.568	0.94156	0.058441	0.11688	0.99837	True
2bc32006_GAC_1.7	2bc32006_GAC_1	1482.6/450.85/1190.3	1255.9/811.73/778.62	1190.3	811.73	-0.55172	3.1613e+05	58465	1.5658	0.058701	0.9413	0.1174	0.99837	False
2bc10802_GAC_4.8	2bc10802_GAC_4	1475.5/1734.8/1206.4	1024.2/1679.9/1050.6	1475.5	1050.6	-0.48954	69841	73645	1.5656	0.058725	0.94128	0.11745	0.99837	False
2bc31262_AAC_3.7	2bc31262_AAC_3	574.26/203.14/541.64	251.88/321.19/294.26	541.64	294.26	-0.87802	57823	25084	1.5645	0.058853	0.94115	0.11771	0.99837	False
2bc30259_GAC_6.6	2bc30259_GAC_6	1140.2/1914/851	1246.3/1559.2/1509.7	1140.2	1509.7	0.40467	3.4119e+05	55824	1.5639	0.94108	0.058917	0.11783	0.99837	True
2bc5979_GAC_2.7	2bc5979_GAC_2	946.4/1545.4/1366.9	848.36/959.67/1249.8	1366.9	959.67	-0.5099	1.0435e+05	67838	1.5637	0.058944	0.94106	0.11789	0.99837	False
2bc21875_GAC_3.8	2bc21875_GAC_3	1525.4/1331.1/1153.9	1732.6/1881.4/1384.3	1331.1	1732.6	0.38002	34575	65930	1.5635	0.94103	0.058971	0.11794	0.99837	True
2bc6873_AAC_5.6	2bc6873_AAC_5	1896.4/1173.4/1617.4	2063.2/2174.3/1299.4	1617.4	2063.2	0.35097	1.3748e+05	81286	1.5635	0.94103	0.058973	0.11795	0.99837	True
2bc38680_GAC_3.6	2bc38680_GAC_3	1731.1/2386.3/1185	1188.6/1539.8/1269	1731.1	1269	-0.44765	3.6375e+05	87442	1.5626	0.059076	0.94092	0.11815	0.99837	False
2bc37075_GAC_3.7	2bc37075_GAC_3	570.7/666.85/697.92	417.18/390.29/329.65	666.85	390.29	-0.77128	5105.7	31366	1.5622	0.059117	0.94088	0.11823	0.99837	False
NT-993	NonTargetingControlGuideForHuman-993	898.85/656.57/529.87	319.23/382.51/492.45	656.57	382.51	-0.77789	37376	30846	1.5612	0.059242	0.94076	0.11848	0.99837	False
2bc16260.1_GAC_2.6	2bc16260.1_GAC_2	627.77/322.28/465.64	693.56/567.43/796.82	465.64	693.56	0.57378	23418	21322	1.5608	0.94068	0.059323	0.11865	0.99837	True
2bc29454_AAC_1.4	2bc29454_AAC_1	718.13/633.42/540.57	364.71/615.12/282.12	633.42	364.71	-0.79475	7898.1	29680	1.5607	0.059295	0.94071	0.11859	0.99837	False
NT-516	NonTargetingControlGuideForHuman-516	204.5/426.85/49.24	68.219/100.25/5.056	204.5	68.219	-1.5699	36773	8806.9	1.5595	0.059435	0.94057	0.11887	0.99837	False
2bc13924.1_GAC_4.6	2bc13924.1_GAC_4	278.21/298.28/591.95	477.53/401/790.75	298.28	477.53	0.6771	43322	13212	1.5594	0.94027	0.059731	0.11946	0.99837	True
2bc21649_AAC_2.5	2bc21649_AAC_2	248.49/578.57/502.03	248.39/265.71/624.92	502.03	265.71	-0.91539	35071	23118	1.5581	0.059607	0.94039	0.11921	0.99837	False
2bc30908_GAC_2.4	2bc30908_GAC_2	532.65/1323.4/806.04	753.03/489.57/500.54	806.04	500.54	-0.68627	1.7121e+05	38454	1.5581	0.05961	0.94039	0.11922	0.99837	False
2bc29086_GAC_1.7	2bc29086_GAC_1	540.97/934.28/883.11	562.37/643.35/526.83	883.11	562.37	-0.65015	59838	42419	1.5574	0.059689	0.94031	0.11938	0.99837	False
2bc29580_GAC_2.6	2bc29580_GAC_2	2342.2/2456.6/1748	1800.8/2234.7/1296.4	2342.2	1800.8	-0.37906	1.8308e+05	1.2102e+05	1.5564	0.059807	0.94019	0.11961	0.99837	False
2bc36248_GAC_2.8	2bc36248_GAC_2	2709.6/2345.1/1425.8	1803.4/2028.3/1267	2345.1	1803.4	-0.37874	4.8899e+05	1.2118e+05	1.5561	0.059838	0.94016	0.11968	0.99837	False
2bc10915_GAC_2.5	2bc10915_GAC_2	788.27/1239.4/865.98	1360/1091.1/1183.1	865.98	1183.1	0.44971	72746	41535	1.556	0.94014	0.059856	0.11971	0.99837	True
2bc9457_GAC_3.5	2bc9457_GAC_3	238.98/347.14/344.68	574.61/360.12/537.96	344.68	537.96	0.64073	5589.4	15433	1.5558	0.93995	0.060046	0.12009	0.99837	True
2bc12069_GAC_3.5	2bc12069_GAC_3	649.17/197.14/253.69	745.16/417.54/283.13	253.69	417.54	0.71662	79799	11103	1.555	0.93954	0.060455	0.12091	0.99837	True
2bc33002_GAC_5.7	2bc33002_GAC_5	1202/612.85/1181.8	807.26/1025.9/438.86	1181.8	807.26	-0.54928	1.6203e+05	58013	1.5549	0.059987	0.94001	0.11997	0.99837	False
2bc1690_AAC_1.8	2bc1690_AAC_1	840.59/594.85/812.46	506.39/679.36/388.3	812.46	506.39	-0.68097	24072	38783	1.5543	0.060055	0.93995	0.12011	0.99837	False
NT-928	NonTargetingControlGuideForHuman-928	527.89/397.71/596.23	770.52/834.11/651.21	527.89	770.52	0.54473	10809	24401	1.5532	0.9398	0.060204	0.12041	0.99837	True
2bc21506_GAC_1.7	2bc21506_GAC_1	2678.7/2778.8/1954.6	2526.7/1932/2098.2	2678.7	2098.2	-0.35222	2.6716e+05	1.398e+05	1.5525	0.060271	0.93973	0.12054	0.99837	False
2bc36370_AAC_2.6	2bc36370_AAC_2	1804.8/1683.4/1347.7	1231.4/1417.1/1212.4	1683.4	1231.4	-0.45073	63729	84855	1.5516	0.060379	0.93962	0.12076	0.99837	False
2bc1388_GAC_2.4	2bc1388_GAC_2	1228.2/708.85/833.87	1212.2/1143.6/989.96	833.87	1143.6	0.45525	85557	39882	1.551	0.93955	0.060446	0.12089	0.99837	True
2bc22617_GAC_1.5	2bc22617_GAC_1	771.63/544.28/625.14	357.71/360.12/652.22	625.14	360.12	-0.794	13999	29262	1.5502	0.060542	0.93946	0.12108	0.99837	False
2bc3594.1_AAC_4.4	2bc3594.1_AAC_4	426.83/448.28/1142.2	669.94/594.68/681.55	448.28	669.94	0.57857	2.4096e+05	20469	1.5493	0.93929	0.060707	0.12141	0.99837	True
2bc34204_GAC_8.7	2bc34204_GAC_8	835.83/862.28/1284.5	1177.2/1329.5/1146.7	862.28	1177.2	0.4487	89495	41344	1.5489	0.93929	0.06071	0.12142	0.99837	True
2bc20107_GAC_4.5	2bc20107_GAC_4	2294.7/1596/1901.1	1419.5/1298.4/1472.3	1901.1	1419.5	-0.42122	1.24e+05	96703	1.5488	0.060719	0.93928	0.12144	0.99837	False
2bc21747_GAC_4.4	2bc21747_GAC_4	675.32/509.14/552.35	805.51/800.05/791.77	552.35	800.05	0.53371	8495.3	25617	1.5476	0.93913	0.060873	0.12175	0.99837	True
2bc8567_GAC_4.7	2bc8567_GAC_4	1393.5/863.99/858.49	1179/995.68/1243.8	863.99	1179	0.44798	1.4018e+05	41433	1.5474	0.93911	0.060888	0.12178	0.99837	True
2bc34220_GAC_3.5	2bc34220_GAC_3	790.65/666.85/1101.5	404.07/490.54/921.2	790.65	490.54	-0.68755	55970	37665	1.5465	0.060987	0.93901	0.12197	0.99837	False
2bc38926_GAC_6.6	2bc38926_GAC_6	1053.4/894.85/685.08	755.65/1398.6/1215.5	894.85	1215.5	0.44135	34573	43025	1.5456	0.9389	0.061095	0.12219	0.99837	True
2bc10947.1_GAC_6.7	2bc10947.1_GAC_6	2138.9/1033.7/1315.6	1709.8/1614.7/1712	1315.6	1709.8	0.37793	3.7868e+05	65102	1.5453	0.93886	0.061141	0.12228	0.99837	True
2bc18479_AAC_7.8	2bc18479_AAC_7	1136.6/1277.1/796.41	772.27/986.92/548.07	1136.6	772.27	-0.55699	67748	55636	1.5448	0.061202	0.9388	0.1224	0.99837	False
NT-534	NonTargetingControlGuideForHuman-534	155.75/180/441.02	271.13/315.35/485.37	180	315.35	0.80553	34360	7678.4	1.5446	0.93753	0.062468	0.12494	0.99837	True
TP53-3	TP53	1942.7/1630.3/1639.9	2083.3/1891.1/2137.7	1639.9	2083.3	0.34506	45901	82500	1.5437	0.93867	0.061334	0.12267	0.99837	True
2bc8272_GAC_4.5	2bc8272_GAC_4	570.7/409.71/993.37	822.12/1049.2/712.89	570.7	822.12	0.52586	1.0228e+05	26533	1.5435	0.93864	0.061363	0.12273	0.99837	True
2bc37326_GAC_5.7	2bc37326_GAC_5	863.18/459.42/723.62	1065.3/857.47/1009.2	723.62	1009.2	0.47931	44637	34244	1.5431	0.9386	0.061404	0.12281	0.99837	True
2bc23749_GAC_1.7	2bc23749_GAC_1	1146.1/968.56/1353	1366.1/1628.3/1511.7	1146.1	1511.7	0.39911	37169	56136	1.543	0.93859	0.061414	0.12283	0.99837	True
2bc39606_GAC_6.8	2bc39606_GAC_6	1146.1/1547.1/1504	1081/1038.5/1341.9	1504	1081	-0.47602	64948	75173	1.5426	0.061458	0.93854	0.12292	0.99837	False
2bc37480_GAC_1.7	2bc37480_GAC_1	1032/773.14/680.8	1102/1029.7/1068.8	773.14	1068.8	0.46672	37771	36769	1.5421	0.93847	0.06153	0.12306	0.99837	True
NT-717	NonTargetingControlGuideForHuman-717	803.73/1070.6/1018	675.19/666.71/1070.9	1018	675.19	-0.59163	24335	49419	1.542	0.061534	0.93847	0.12307	0.99837	False
2bc15527_AAC_1.7	2bc15527_AAC_1	678.89/908.56/793.19	702.3/369.85/493.46	793.19	493.46	-0.68363	13188	37795	1.5419	0.061547	0.93845	0.12309	0.99837	False
2bc6974_GAC_2.6	2bc6974_GAC_2	1268.6/1477.7/1967.5	975.18/1058.9/2178.1	1477.7	1058.9	-0.48034	1.4179e+05	73763	1.5418	0.061555	0.93844	0.12311	0.99837	False
2bc30501_GAC_4.4	2bc30501_GAC_4	2247.1/1834.3/1723.4	2304.6/2262.9/2355.1	1834.3	2304.6	0.32913	91367	93055	1.5417	0.93843	0.061571	0.12314	0.99837	True
2bc39846_GAC_3.8	2bc39846_GAC_3	265.14/410.57/685.08	620.97/573.27/911.09	410.57	620.97	0.5957	48254	18625	1.5417	0.93834	0.061656	0.12331	0.99837	True
2bc11454.0_GAC_9.7	2bc11454.0_GAC_9	1013/845.99/837.08	1156.2/886.67/1197.3	845.99	1156.2	0.45024	13983	40506	1.5414	0.93839	0.061608	0.12322	0.99837	True
2bc6550_GAC_1.7	2bc6550_GAC_1	1422/799.71/1022.3	1451.8/1365.5/1179.1	1022.3	1365.5	0.41734	1.0465e+05	49643	1.5406	0.9383	0.061701	0.1234	0.99837	True
2bc4229_GAC_2.8	2bc4229_GAC_2	993.96/479.14/461.36	760.03/707.59/492.45	479.14	707.59	0.56149	1.3268e+05	21987	1.5406	0.93826	0.061741	0.12348	0.99837	True
2bc15263_AAC_2.8	2bc15263_AAC_2	766.87/544.28/539.5	788.89/872.07/558.18	544.28	788.89	0.53465	24785	25216	1.5404	0.93825	0.061749	0.1235	0.99837	True
2bc12063_GAC_4.5	2bc12063_GAC_4	903.6/822.85/732.18	792.39/510.98/517.73	822.85	517.73	-0.66739	7371.1	39316	1.5389	0.06191	0.93809	0.12382	0.99837	False
2bc26322.1_GAC_1.8	2bc26322.1_GAC_1	1261.5/2031.4/1055.5	851.86/1048.2/877.72	1261.5	877.72	-0.52279	3.1762e+05	62229	1.5384	0.061978	0.93802	0.12396	0.99837	False
NT-523	NonTargetingControlGuideForHuman-523	819.19/1091.1/618.71	515.14/471.08/732.1	819.19	515.14	-0.66819	57073	39128	1.5372	0.06212	0.93788	0.12424	0.99837	False
2bc23515_GAC_7.4	2bc23515_GAC_7	651.55/757.71/775	427.68/466.21/673.46	757.71	466.21	-0.69948	5784.7	35981	1.537	0.062148	0.93785	0.1243	0.99837	False
2bc1683_GAC_2.4	2bc1683_GAC_2	286.54/539.14/328.62	314.86/590.79/514.7	328.62	514.7	0.6457	23044	14662	1.5367	0.93761	0.062391	0.12478	0.99837	True
NT-707	NonTargetingControlGuideForHuman-707	953.54/942.85/554.49	634.08/615.12/608.74	942.85	615.12	-0.61534	75470	45510	1.5363	0.062236	0.93776	0.12447	0.99837	False
2bc22820_GAC_1.4	2bc22820_GAC_1	247.3/362.57/251.55	335.85/412.68/522.79	251.55	412.68	0.71192	6171.3	11002	1.5361	0.93723	0.06277	0.12554	0.99837	True
2bc8781_GAC_2.7	2bc8781_GAC_2	1702.6/1487.1/1369.1	1905.8/1905.7/2078	1487.1	1905.8	0.35762	30176	74269	1.5361	0.93774	0.062258	0.12452	0.99837	True
NT-26	NonTargetingControlGuideForHuman-26	1018.9/1922.6/1237.4	1139.6/1616.6/1683.6	1237.4	1616.6	0.38539	2.5857e+05	60955	1.536	0.93773	0.062272	0.12454	0.99837	True
2bc34456_GAC_2.4	2bc34456_GAC_2	561.18/462/700.07	809/824.38/610.76	561.18	809	0.52689	14563	26058	1.5352	0.93762	0.062383	0.12477	0.99837	True
NT-981	NonTargetingControlGuideForHuman-981	1255.5/1776/1566	1995.8/2095.5/1732.2	1566	1995.8	0.34967	70247	78514	1.5338	0.93747	0.062534	0.12507	0.99837	True
2bc9850_GAC_3.7	2bc9850_GAC_3	1721.6/1090.3/1200	1381.9/1587.4/1572.4	1200	1572.4	0.3897	1.4207e+05	58974	1.5337	0.93745	0.062554	0.12511	0.99837	True
2bc33467_AAC_1.6	2bc33467_AAC_1	1118.8/1315.7/921.65	708.43/760.14/1171	1118.8	760.14	-0.557	38820	54698	1.5335	0.062571	0.93743	0.12514	0.99837	False
2bc34857_AAC_5.6	2bc34857_AAC_5	653.92/966.85/467.78	370.83/385.43/578.4	653.92	385.43	-0.76114	66286	30713	1.5328	0.062663	0.93734	0.12533	0.99837	False
NT-466	NonTargetingControlGuideForHuman-466	1273.4/2400.8/2024.2	1531.4/1569.9/1285.2	2024.2	1531.4	-0.40225	3.528e+05	1.0345e+05	1.5321	0.062751	0.93725	0.1255	0.99837	False
2bc12209_GAC_1.4	2bc12209_GAC_1	639.66/236.57/664.74	697.93/374.72/291.22	639.66	374.72	-0.7699	81554	29993	1.5306	0.062932	0.93707	0.12586	0.99837	False
2bc9499_GAC_1.5	2bc9499_GAC_1	647.98/804.85/236.57	575.49/349.41/381.22	647.98	381.22	-0.76377	96934	30413	1.5304	0.062959	0.93704	0.12592	0.99837	False
2bc33886_AAC_1.5	2bc33886_AAC_1	1332.8/636.85/644.4	910.46/917.82/736.15	644.4	910.46	0.49798	2.3698e+05	30233	1.5301	0.937	0.062997	0.12599	0.99837	True
2bc10974_AAC_6.5	2bc10974_AAC_6	1106.9/1458.8/1248.1	926.2/780.58/868.62	1248.1	868.62	-0.52247	32172	61522	1.5301	0.062999	0.937	0.126	0.99837	False
2bc5432.0_GAC_7.6	2bc5432.0_GAC_7	1061.7/815.14/1352	1491.2/1151.4/1409.6	1061.7	1409.6	0.40853	72521	51705	1.5299	0.93697	0.063026	0.12605	0.99837	True
2bc22907_GAC_2.6	2bc22907_GAC_2	1370.9/970.28/1305.9	917.46/893.49/1119.4	1305.9	917.46	-0.5089	58440	64590	1.5286	0.063185	0.93681	0.12637	0.99837	False
2bc6567_GAC_2.5	2bc6567_GAC_2	1722.8/1433.1/646.54	946.32/1024.9/1148.7	1433.1	1024.9	-0.48331	3.5131e+05	71375	1.5281	0.063243	0.93676	0.12649	0.99837	False
2bc36030.1_GAC_6.7	2bc36030.1_GAC_6	1820.3/1147.7/897.03	1509.6/1656.5/1342.9	1147.7	1509.6	0.39507	2.576e+05	56218	1.5261	0.93651	0.063488	0.12698	0.99837	True
2bc37993_AAC_1.4	2bc37993_AAC_1	1174.7/1870.3/1788.7	969.93/1329.5/1545.1	1788.7	1329.5	-0.42773	1.9184e+05	90572	1.5258	0.063536	0.93646	0.12707	0.99837	False
NT-701	NonTargetingControlGuideForHuman-701	1230.6/1608/1327.3	1318/924.63/936.37	1327.3	936.37	-0.50294	44064	65728	1.525	0.063628	0.93637	0.12726	0.99837	False
NT-341	NonTargetingControlGuideForHuman-341	1253.2/1643.1/1037.3	874.6/871.1/1114.3	1253.2	874.6	-0.51837	99347	61788	1.5229	0.06389	0.93611	0.12778	0.99837	False
2bc16215_AAC_5.6	2bc16215_AAC_5	2457.6/1542.8/1158.2	2004.6/1966.1/1346.9	1542.8	1966.1	0.34951	4.9232e+05	77264	1.5225	0.93606	0.063936	0.12787	0.99837	True
